Posting Date;Document No.;Item No.;Item ledger entry no.;Sales amount (actual);Customer Code;Sum of Invoiced Quantity;WO;Description;Customer
2025-07-14;SI013612;422398;155159;1674.0;1007183;-100;;DU Headspindle  HD/AW 565mm;Forrim bv
2025-07-14;SI013612;470504;155149;572.4;1007183;-30;;DU Headspindle  HD/AW 950mm;Forrim bv
2025-07-14;SI013612;481920;155157;9180.0;1007183;-300;WO073937;DU Clamp HD;Forrim bv
2025-07-14;SI013612;494937;155161;1537.2;1007183;-6;WO073916;DU Spacer Emc2 42-335;Forrim bv
2025-07-14;SI013612;494968;155162;1760.4;1007183;-6;WO073917;DU Spacer Emc2 42K-385;Forrim bv
2025-07-14;SI013612;495477;155153;583.68;1007183;-4;WO072667;DU Spacer Standard 28-250,0;Forrim bv
2025-07-14;SI013612;502694;155156;192.96;1007183;-4;WO057329;DU Clamp AW 320 Silver;Forrim bv
2025-07-14;SI013612;600574;155154;922.37;1007183;-4;WO072668;DU Spacer Standard 38K-300;Forrim bv
2025-07-14;SI013612;611549;155152;121.44;1007183;-20;WO061247;DU Driving lug   AW  12X50X60;Forrim bv
2025-07-14;SI013612;631448;155158;2340.0;1007183;-300;;DU Footbase HD      Standard;Forrim bv
2025-07-14;SI013612;646756;155151;121.44;1007183;-20;WO074132;DU Driving lug   AW  60x12x87mm;Forrim bv
2025-07-14;SI013612;681221;155160;1230.0;1007183;-100;;DU Ringnut Kit HD;Forrim bv
2025-07-11;SI013604;159942;154990;0.0;1002435;-65;;Euro Pallets 80x120cm;STIGA S.p.A.
2025-07-11;SI013604;608877;154982;272.0;1002435;-17;WO071458;AB 16x6.00-8 42A4 STARCO Turf Grip TR412;STIGA S.p.A.
2025-07-11;SI013604;608877;154984;96.0;1002435;-6;WO063655;AB 16x6.00-8 42A4 STARCO Turf Grip TR412;STIGA S.p.A.
2025-07-11;SI013604;608877;154985;3104.0;1002435;-194;WO072640;AB 16x6.00-8 42A4 STARCO Turf Grip TR412;STIGA S.p.A.
2025-07-11;SI013604;608891;154983;4838.4;1002435;-288;WO073942;AB 16x7.50-8 70A3 STARCO Turf Grip TR412;STIGA S.p.A.
2025-07-11;SI013604;608914;154989;1036.2;1002435;-66;WO074088;AI 160/50-8 50A4 STARCO Turf Grip TR412;STIGA S.p.A.
2025-07-11;SI013604;625805;154987;5880.0;1002435;-400;WO074085;AI 15x6.00-6 46A4 STARCO Turf Grip TR412;STIGA S.p.A.
2025-07-11;SI013604;625812;154986;10176.0;1002435;-480;WO074084;AI 18x8.50-8 58A4 STARCO Turf Grip TR412;STIGA S.p.A.
2025-07-11;SI013604;676678;154988;7560.0;1002435;-360;WO074086;AB 200/55-8 52A4 KENDA K383A TR412;STIGA S.p.A.
2025-07-11;SI013605;159942;155068;54.0;1000103;-6;;Euro Pallets 80x120cm;KENDA GB Rugeley Ltd
2025-07-11;SI013605;260761;155069;336.0;1000103;-28;;WOOD PALLET 1,20 X 1,26M HEAT TREATED;KENDA GB Rugeley Ltd
2025-07-11;SI013605;260808;155070;204.12;1000103;-28;;WOOD TOP COVER 1,20X1,26 M HEAT TREATED;KENDA GB Rugeley Ltd
2025-07-11;SI013605;262291;155071;23.04;1000103;-6;;WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED;KENDA GB Rugeley Ltd
2025-07-11;SI013605;275666;155062;2803.5;1000103;-50;WO072789;WB 9.00Wx18 H2 8/221/275 Ø21.5 R16 ET-8;KENDA GB Rugeley Ltd
2025-07-11;SI013605;275963;155064;5130.05;1000103;-37;WO072813;WB AG16.00x22.5 H2 8/221/275 Ø21.5 R16 ET-12;KENDA GB Rugeley Ltd
2025-07-11;SI013605;277318;155065;6462.0;1000103;-360;WO073226;WI EK 4.50Ix9 H2 35x66/78;KENDA GB Rugeley Ltd
2025-07-11;SI013605;277318;155066;6462.0;1000103;-360;WO073227;WI EK 4.50Ix9 H2 35x66/78;KENDA GB Rugeley Ltd
2025-07-11;SI013605;385471;155063;1656.0;1000103;-100;WO072792;WB 6.00Ix10 H2 4/67/101.6 Ø12.5 C60 ET-3;KENDA GB Rugeley Ltd
2025-07-11;SI013605;493442;155067;3875.28;1000103;-804;WO073230;WI GO 2.50Ax8 35,3x63,5;KENDA GB Rugeley Ltd
2025-07-11;SI013605;613987;155060;5631.99;1000103;-39;WO072132;WB AG16.00x22.5 H2 5/290/335 Ø21.5 R22.4 ET-20;KENDA GB Rugeley Ltd
2025-07-11;SI013605;614014;155061;8037.12;1000103;-92;WO072133;WB W13x20 H2 5/290/335 Ø21.5 R22.4 ET10;KENDA GB Rugeley Ltd
2025-07-11;SI013605;736006;155059;320.6;1000103;-14;WO069908;WB 7.00Ix10 H2 4/64.5/101.6 Ø14.5 C60 ET-28.5;KENDA GB Rugeley Ltd
2025-07-10;SI013601;159942;154716;54.0;1007426;-6;;Euro Pallets 80x120cm;Maschinenfabrik Bernard Krone GmbH & Co. KG
2025-07-10;SI013601;260761;154717;432.0;1007426;-36;;WOOD PALLET 1,20 X 1,26M HEAT TREATED;Maschinenfabrik Bernard Krone GmbH & Co. KG
2025-07-10;SI013601;260808;154718;262.44;1007426;-36;;WOOD TOP COVER 1,20X1,26 M HEAT TREATED;Maschinenfabrik Bernard Krone GmbH & Co. KG
2025-07-10;SI013601;262291;154719;23.04;1007426;-6;;WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED;Maschinenfabrik Bernard Krone GmbH & Co. KG
2025-07-10;SI013601;357850;154714;172.0;1007426;-4;WO072011;WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET0;Maschinenfabrik Bernard Krone GmbH & Co. KG
2025-07-10;SI013601;357850;154715;24510.0;1007426;-570;WO072012;WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET0;Maschinenfabrik Bernard Krone GmbH & Co. KG
2025-07-10;SI013602;159942;154747;369.0;1000108;-41;;Euro Pallets 80x120cm;KENDA Polska Sp. z.o.o.
2025-07-10;SI013602;262291;154748;157.44;1000108;-41;;WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED;KENDA Polska Sp. z.o.o.
2025-07-10;SI013602;277318;154740;4196.0;1000108;-200;WO073129;WI EK 4.50Ix9 H2 35x66/78;KENDA Polska Sp. z.o.o.
2025-07-10;SI013602;471242;154741;4824.75;1000108;-525;WO073626;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;KENDA Polska Sp. z.o.o.
2025-07-10;SI013602;471242;154743;3859.8;1000108;-420;WO073632;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;KENDA Polska Sp. z.o.o.
2025-07-10;SI013602;471242;154745;4824.75;1000108;-525;WO073707;WI GK 5.50Ax8 H2 20x89,5 TL Silver RAL9006 NORMAL;KENDA Polska Sp. z.o.o.
2025-07-10;SI013602;508337;154738;2280.0;1000108;-150;WO072504;WI EK 4.00Ex9 35x66/78;KENDA Polska Sp. z.o.o.
2025-07-10;SI013602;508337;154739;2280.0;1000108;-150;WO073125;WI EK 4.00Ex9 35x66/78;KENDA Polska Sp. z.o.o.
2025-07-10;SI013602;516455;154736;3823.5;1000108;-150;WO072487;WB 7.00Ix12 H2 5/94/140 Ø16.5 R14 ET0;KENDA Polska Sp. z.o.o.
2025-07-10;SI013602;681306;154737;1190.6;1000108;-20;WO072499;WB 13LBx15 H2 6/161/205 Ø21.5 R16 ET0;KENDA Polska Sp. z.o.o.
2025-07-10;SI013602;739328;154742;4824.75;1000108;-525;WO073629;WI GK 5.50Ax8 H2 20x89,5 TL Black CP2004 6204 2RS;KENDA Polska Sp. z.o.o.
2025-07-10;SI013602;739328;154744;2894.85;1000108;-315;WO073633;WI GK 5.50Ax8 H2 20x89,5 TL Black CP2004 6204 2RS;KENDA Polska Sp. z.o.o.
2025-07-10;SI013602;739328;154746;5789.7;1000108;-630;WO073710;WI GK 5.50Ax8 H2 20x89,5 TL Black CP2004 6204 2RS;KENDA Polska Sp. z.o.o.
2025-07-09;SI013600;103907;154644;251.52;1000404;-2;WO073520;DU AW Spacer Stepped 42/34K-200,0;KENDA Schweiz AG
2025-07-09;SI013600;111094;154630;130.46;1000404;-1;WO073315;DU AW Spacer Stepped 44/34K-200,0;KENDA Schweiz AG
2025-07-09;SI013600;113876;154635;349.6;1000404;-2;WO073424;DU Wheel MD/HD W7x28/20-170,0   130VSM;KENDA Schweiz AG
2025-07-09;SI013600;117201;154636;296.8;1000404;-2;WO073427;DU Wheel MD/HD W7x20-170,0   125VSM;KENDA Schweiz AG
2025-07-09;SI013600;117393;154633;609.6;1000404;-2;WO073422;DU Wheel MD/HD W8x48/38K-300,0   170VSM;KENDA Schweiz AG
2025-07-09;SI013600;117706;154632;450.4;1000404;-2;WO073324;WB W15Lx24 6/285/325 Ø19.5 ET-50;KENDA Schweiz AG
2025-07-09;SI013600;117805;154640;316.0;1000404;-2;WO073480;DU Wheel MD/HD W8x20-250,0   140VSM;KENDA Schweiz AG
2025-07-09;SI013600;118116;154639;430.4;1000404;-2;WO073464;DU Wheel MD/HD W8x36/30-170,0;KENDA Schweiz AG
2025-07-09;SI013600;143552;154619;2080.0;1000404;-500;;DU Footbase MD      Standard;KENDA Schweiz AG
2025-07-09;SI013600;159942;154645;81.0;1000404;-9;;Euro Pallets 80x120cm;KENDA Schweiz AG
2025-07-09;SI013600;260761;154646;288.0;1000404;-24;;WOOD PALLET 1,20 X 1,26M HEAT TREATED;KENDA Schweiz AG
2025-07-09;SI013600;260808;154647;174.96;1000404;-24;;WOOD TOP COVER 1,20X1,26 M HEAT TREATED;KENDA Schweiz AG
2025-07-09;SI013600;262291;154648;34.56;1000404;-9;;WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED;KENDA Schweiz AG
2025-07-09;SI013600;447902;154616;4860.0;1000404;-500;;DU Headspindle  MD/SOK 550mm;KENDA Schweiz AG
2025-07-09;SI013600;494593;154620;1304.0;1000404;-200;;DU Ringnut MD;KENDA Schweiz AG
2025-07-09;SI013600;495224;154617;2440.0;1000404;-250;;DU Hookspindle  MD/SOK 575mm;KENDA Schweiz AG
2025-07-09;SI013600;581064;154621;1320.0;1000404;-500;;GS Lead Nut for SOK Nut DIN   M16 1.50 S355J2G3...;KENDA Schweiz AG
2025-07-09;SI013600;584669;154622;3441.6;1000404;-12;WO073102;DU Wheel MD/HD W8x44/34K-300,0   170VSM;KENDA Schweiz AG
2025-07-09;SI013600;584706;154627;573.6;1000404;-2;WO073280;DU Wheel MD/HD W8x44/34K-300,0   170VSM;KENDA Schweiz AG
2025-07-09;SI013600;585024;154623;1720.8;1000404;-6;WO073103;DU Wheel MD/HD W8x44/34K-300,0   170VSM;KENDA Schweiz AG
2025-07-09;SI013600;585055;154618;400.0;1000404;-2;WO073052;DU Wheel MD/HD W7x32/24K-170,0;KENDA Schweiz AG
2025-07-09;SI013600;585130;154628;1147.2;1000404;-4;WO073281;DU Wheel MD/HD W8x44/34K-300,0   170VSM;KENDA Schweiz AG
2025-07-09;SI013600;585536;154629;253.2;1000404;-1;WO073314;DU Wheel MD/HD W8x40/30K-300,0   160VSM;KENDA Schweiz AG
2025-07-09;SI013600;592121;154615;382.62;1000404;-6;WO071515;WB 13.00x17 8/221/275 Ø27 R18 ET20;KENDA Schweiz AG
2025-07-09;SI013600;611051;154631;667.2;1000404;-2;WO073318;DU Wheel MD/HD W8x48/38K-300,0   170VSM;KENDA Schweiz AG
2025-07-09;SI013600;621838;154637;667.2;1000404;-2;WO073434;DU Wheel MD/HD W8x48/38K-300,0   190VSM;KENDA Schweiz AG
2025-07-09;SI013600;638744;154624;573.6;1000404;-2;WO073153;DU Wheel MD/HD W8x44/34K-300,0   190VSM;KENDA Schweiz AG
2025-07-09;SI013600;666051;154626;573.6;1000404;-2;WO073222;DU Wheel MD/HD W8x44/34K-300,0   160VSM;KENDA Schweiz AG
2025-07-09;SI013600;677743;154641;408.8;1000404;-2;WO073481;DU Wheel MD/HD W8x32/28-170,0;KENDA Schweiz AG
2025-07-09;SI013600;708690;154643;667.2;1000404;-2;WO073502;DU Wheel MD/HD W8x48/38K-300,0   170VSM;KENDA Schweiz AG
2025-07-09;SI013600;719948;154634;960.0;1000404;-6;WO073423;DU Wheel MD/HD W7x24/20-170,0   136VSM;KENDA Schweiz AG
2025-07-09;SI013600;727158;154625;691.2;1000404;-2;WO073181;DU Wheel MD/HD W10x48/38K-300,0   150VSM;KENDA Schweiz AG
2025-07-09;SI013600;727547;154642;160.0;1000404;-1;WO073495;DU Wheel MD/HD W7x24/20K-170,0   135VSM;KENDA Schweiz AG
2025-07-09;SI013600;733845;154638;443.2;1000404;-2;WO073463;DU Wheel MD/HD W10x36-160,0   120VSM;KENDA Schweiz AG
2025-07-09;SI013600;733975;154614;2691.57;1000404;-49;WO071505;WB 6Jx16 H2 5/94/140 Ø18.5 R14 ET68;KENDA Schweiz AG
2025-07-08;SI013598;143750;154353;18393.22;1000106;-362;WO072929;WB 12LBx15 H2 10/93/140 Ø15 - ET-70 Silver;KENDA Deutschland GmbH
2025-07-08;SI013598;143880;154354;65.72;1000106;-2;WO072935;WB 7.00Ix12 H2 10/93/140 Ø16.5 ET20 Silver;KENDA Deutschland GmbH
2025-07-08;SI013598;143880;154355;1905.88;1000106;-58;WO072936;WB 7.00Ix12 H2 10/93/140 Ø16.5 ET20 Silver;KENDA Deutschland GmbH
2025-07-08;SI013598;143941;154351;1946.27;1000106;-47;WO072756;WB 10.50Ix12 H2 5/79.5/114.3 Ø12 C75 ET-25 Orange;KENDA Deutschland GmbH
2025-07-08;SI013598;159942;154358;27.0;1000106;-3;;Euro Pallets 80x120cm;KENDA Deutschland GmbH
2025-07-08;SI013598;260761;154359;372.0;1000106;-31;;WOOD PALLET 1,20 X 1,26M HEAT TREATED;KENDA Deutschland GmbH
2025-07-08;SI013598;260808;154360;225.99;1000106;-31;;WOOD TOP COVER 1,20X1,26 M HEAT TREATED;KENDA Deutschland GmbH
2025-07-08;SI013598;262291;154361;11.52;1000106;-3;;WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED;KENDA Deutschland GmbH
2025-07-08;SI013598;283104;154356;1263.6;1000106;-45;WO072959;WB 8.50Ix12 H2 4/85/130 Ø14.5 ET-22;KENDA Deutschland GmbH
2025-07-08;SI013598;474120;154357;2870.4;1000106;-60;WO073076;WB 13LBx15 H2 5/192/225 Ø18.5 R14 ET83.5;KENDA Deutschland GmbH
2025-07-08;SI013598;559537;154350;1005.0;1000106;-10;WO072030;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0 RFH;KENDA Deutschland GmbH
2025-07-08;SI013598;743547;154352;9233.28;1000106;-96;WO072857;WB W13x20 H2 8/221/275 Ø21.5 R16 ET60;KENDA Deutschland GmbH
2025-07-08;SI013599;110813;154585;324.0;1000103;-4;WO073640;WB W13x20 H2 5/290/335 Ø21.5 R22.4 ET10;KENDA GB Rugeley Ltd
2025-07-08;SI013599;159942;154586;81.0;1000103;-9;;Euro Pallets 80x120cm;KENDA GB Rugeley Ltd
2025-07-08;SI013599;159959;154587;45.72;1000103;-3;;Palette Frame L=1,20 B=0,80 (for Euro-Palett);KENDA GB Rugeley Ltd
2025-07-08;SI013599;260761;154588;480.0;1000103;-40;;WOOD PALLET 1,20 X 1,26M HEAT TREATED;KENDA GB Rugeley Ltd
2025-07-08;SI013599;260808;154589;291.6;1000103;-40;;WOOD TOP COVER 1,20X1,26 M HEAT TREATED;KENDA GB Rugeley Ltd
2025-07-08;SI013599;262291;154590;34.56;1000103;-9;;WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED;KENDA GB Rugeley Ltd
2025-07-08;SI013599;275963;154583;15251.5;1000103;-110;WO072813;WB AG16.00x22.5 H2 8/221/275 Ø21.5 R16 ET-12;KENDA GB Rugeley Ltd
2025-07-08;SI013599;277318;154584;9693.0;1000103;-540;WO072815;WI EK 4.50Ix9 H2 35x66/78;KENDA GB Rugeley Ltd
2025-07-08;SI013599;494708;154560;2527.8;1000103;-60;WO070458;WB 9.00x15.3 H2 5/94/140 Ø18.5 R14 ET-35;KENDA GB Rugeley Ltd
2025-07-08;SI013599;542195;154580;867.0;1000103;-100;WO072795;WI EK 2.50Ax8 25x63,5/71,5;KENDA GB Rugeley Ltd
2025-07-08;SI013599;613987;154562;12563.67;1000103;-87;WO072132;WB AG16.00x22.5 H2 5/290/335 Ø21.5 R22.4 ET-20;KENDA GB Rugeley Ltd
2025-07-08;SI013599;614014;154563;7600.32;1000103;-87;WO072133;WB W13x20 H2 5/290/335 Ø21.5 R22.4 ET10;KENDA GB Rugeley Ltd
2025-07-08;SI013599;713571;154581;1799.0;1000103;-50;WO072803;WB 10.50Ix12 H2 5/79.5/114.3 Ø12 C75 ET-25;KENDA GB Rugeley Ltd
2025-07-08;SI013599;723846;154582;3205.44;1000103;-96;WO072806;WB 8.50Ix12 H2 5/71/152.4 Ø14 C60 ET60;KENDA GB Rugeley Ltd
2025-07-08;SI013599;736006;154559;1832.0;1000103;-80;WO069908;WB 7.00Ix10 H2 4/64.5/101.6 Ø14.5 C60 ET-28.5;KENDA GB Rugeley Ltd
2025-07-07;SI013597;112084;153962;4000.32;1000106;-144;WO072441;WB 10.50Ix12 H2 10/93/140 Ø15 - ET-50 Silver;KENDA Deutschland GmbH
2025-07-07;SI013597;112091;153959;47.0;1000106;-2;WO072094;WB 7.00Ix12 H2 5/93/140 Ø15 ET-10 Silver RAL9006;KENDA Deutschland GmbH
2025-07-07;SI013597;114040;153960;1855.5;1000106;-30;WO072382;WB 7.00Ix8 H2 4/60/100 Ø14.5 C60 ET-48;KENDA Deutschland GmbH
2025-07-07;SI013597;139968;153976;56.0;1000106;-8;WO073589;WB 2.50Ax8 H2 4/60/100 Ø14.5 C60 ET0;KENDA Deutschland GmbH
2025-07-07;SI013597;143750;153968;4268.04;1000106;-84;WO072929;WB 12LBx15 H2 10/93/140 Ø15 - ET-70 Silver;KENDA Deutschland GmbH
2025-07-07;SI013597;143842;153969;3226.86;1000106;-63;WO072931;WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET0 Orange;KENDA Deutschland GmbH
2025-07-07;SI013597;143910;153961;195.9;1000106;-6;WO072417;WB 10.50Ix12 H2 4/85/130 Ø14.5 ET-53 Silver;KENDA Deutschland GmbH
2025-07-07;SI013597;159942;153979;189.0;1000106;-21;;Euro Pallets 80x120cm;KENDA Deutschland GmbH
2025-07-07;SI013597;159959;153983;182.88;1000106;-12;;Palette Frame L=1,20 B=0,80 (for Euro-Palett);KENDA Deutschland GmbH
2025-07-07;SI013597;162065;153967;88.12;1000106;-1;WO072924;WB 16.00x17 H2 6/161/205 Ø21.5 R16 ET0 VG3 Yellow;KENDA Deutschland GmbH
2025-07-07;SI013597;200729;153965;1923.0;1000106;-300;WO072909;WI GR 2.50Ax8 20x120/114;KENDA Deutschland GmbH
2025-07-07;SI013597;260761;153980;288.0;1000106;-24;;WOOD PALLET 1,20 X 1,26M HEAT TREATED;KENDA Deutschland GmbH
2025-07-07;SI013597;260808;153981;174.96;1000106;-24;;WOOD TOP COVER 1,20X1,26 M HEAT TREATED;KENDA Deutschland GmbH
2025-07-07;SI013597;262291;153982;80.64;1000106;-21;;WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED;KENDA Deutschland GmbH
2025-07-07;SI013597;276328;153966;4053.7;1000106;-70;WO072915;WB 13LBx15 H2 6/161/205 Ø21.5 R16 ET-100;KENDA Deutschland GmbH
2025-07-07;SI013597;293219;153957;198.42;1000106;-3;WO071704;WB 8.50Ix12 H2 5/80/115 Ø18.5 R14 ET-95;KENDA Deutschland GmbH
2025-07-07;SI013597;293219;153964;1716.0;1000106;-60;WO072860;WB 8.50Ix12 H2 5/80/115 Ø18.5 R14 ET-95;KENDA Deutschland GmbH
2025-07-07;SI013597;376851;153958;1615.25;1000106;-325;WO071882;WI GO 2.50Ax8 35x71;KENDA Deutschland GmbH
2025-07-07;SI013597;422992;153972;240.04;1000106;-4;WO073420;WB 13LBx15 H2 5/110/160 Ø18.5 R14 ET28;KENDA Deutschland GmbH
2025-07-07;SI013597;474120;153975;4784.0;1000106;-100;WO073586;WB 13LBx15 H2 5/192/225 Ø18.5 R14 ET83.5;KENDA Deutschland GmbH
2025-07-07;SI013597;509556;153963;4371.9;1000106;-295;WO072744;WI EK 7.00Ax8 H2 30x92/102;KENDA Deutschland GmbH
2025-07-07;SI013597;581989;153971;50.26;1000106;-1;WO073216;WB 8Jx16 H2 6/161/205 Ø21.5 R16 ET60;KENDA Deutschland GmbH
2025-07-07;SI013597;639987;153978;1962.0;1000106;-60;WO073923;WB 8.50Ix12 H2 5/67/112 Ø18.5 R14 ET0;KENDA Deutschland GmbH
2025-07-07;SI013597;686899;153970;2460.24;1000106;-34;WO073080;WB 9.75x16.5 H2 10/95/140 Ø16.5 ET-1;KENDA Deutschland GmbH
2025-07-07;SI013597;708942;153973;183.0;1000106;-4;WO073448;WB 10LBx15 H2 6/117.5/152.4 Ø17.5 ET-89;KENDA Deutschland GmbH
2025-07-07;SI013597;733678;153974;191.52;1000106;-2;WO073455;WB 7Jx14 H2 6/117.8/152.4 Ø17.5 ET7;KENDA Deutschland GmbH
2025-07-07;SI013597;743547;153977;2981.58;1000106;-31;WO073782;WB W13x20 H2 8/221/275 Ø21.5 R16 ET60;KENDA Deutschland GmbH
2025-07-04;SI013592;495224;153886;390.4;1007189;-32;;DU Hookspindle  MD/SOK 575mm;GRASDORF GmbH
2025-07-04;SI013595;260761;153889;48.0;1000106;-4;;WOOD PALLET 1,20 X 1,26M HEAT TREATED;KENDA Deutschland GmbH
2025-07-04;SI013595;260808;153890;29.16;1000106;-4;;WOOD TOP COVER 1,20X1,26 M HEAT TREATED;KENDA Deutschland GmbH
2025-07-04;SI013595;447414;153888;3868.8;1000106;-60;WO072891;WB 13.00x17 H2 5/192/225 Ø18.5 R14 ET37;KENDA Deutschland GmbH
2025-07-04;SI013596;139708;153945;221.56;1000108;-4;WO072472;WB 11LBx16 H2 6/161/205 Ø21.5 R16 ET0;KENDA Polska Sp. z.o.o.
2025-07-04;SI013596;159942;153949;117.0;1000108;-13;;Euro Pallets 80x120cm;KENDA Polska Sp. z.o.o.
2025-07-04;SI013596;260617;153948;1950.0;1000108;-3000;;Flanged Bush 20,60x30,3-4,0;KENDA Polska Sp. z.o.o.
2025-07-04;SI013596;262291;153950;49.92;1000108;-13;;WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED;KENDA Polska Sp. z.o.o.
2025-07-04;SI013596;471198;153944;864.0;1000108;-120;WO071908;WI GG 4.375Ax8 H2 20,1x89,5/81,5 TL Silver;KENDA Polska Sp. z.o.o.
2025-07-04;SI013596;521022;153939;2051.46;1000108;-54;WO072488;WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET-15;KENDA Polska Sp. z.o.o.
2025-07-04;SI013596;521022;153942;455.88;1000108;-12;WO071679;WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET-15;KENDA Polska Sp. z.o.o.
2025-07-04;SI013596;616704;153941;174.0;1000108;-25;WO070866;WB 5.50Ax8 H2 4/60/100 Ø14.5 C60 ET0 Silver;KENDA Polska Sp. z.o.o.
2025-07-04;SI013596;640143;153946;2555.52;1000108;-132;WO072493;WB 6.00Ix10 H2 4/56.5/100 Ø13 C60 ET0;KENDA Polska Sp. z.o.o.
2025-07-04;SI013596;681283;153947;1924.23;1000108;-187;WO072496;WI EK 4.50Ax6 H 25x90/98;KENDA Polska Sp. z.o.o.
2025-07-04;SI013596;723310;153943;133.12;1000108;-2;WO071687;WB 16.00x17 H2 8/221/275 Ø27 R18 ET0;KENDA Polska Sp. z.o.o.
2025-07-02;SI013580;141275;153474;1035.92;1000106;-8;WO072114;WB AG16.00x22.5 H2 8/221/275 Ø27 R18 ET-50 RFH;KENDA Deutschland GmbH
2025-07-02;SI013580;141282;153472;1204.47;1000106;-9;WO072091;WB AG16.00x22.5 H2 8/221/275 Ø27 R18 ET0 RFH;KENDA Deutschland GmbH
2025-07-02;SI013580;143729;153478;6093.0;1000106;-90;WO072948;WB 13.00x17 H2 10/93/140 Ø15 ET-39 Silver RAL9006;KENDA Deutschland GmbH
2025-07-02;SI013580;143842;153475;6914.7;1000106;-135;WO072931;WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET0 Orange;KENDA Deutschland GmbH
2025-07-02;SI013580;143873;153476;1934.79;1000106;-39;WO072933;WB 13LBx15 H2 6/161/205 Ø21.5 R16 ET0 VG2 Silver;KENDA Deutschland GmbH
2025-07-02;SI013580;143880;153477;3220.28;1000106;-98;WO072935;WB 7.00Ix12 H2 10/93/140 Ø16.5 ET20 Silver;KENDA Deutschland GmbH
2025-07-02;SI013580;146096;153473;1713.37;1000106;-31;WO072100;WB AG13.00x15.5 H2 6/161/205 Ø21.5 R16 ET50 RFH;KENDA Deutschland GmbH
2025-07-02;SI013580;159942;153481;63.0;1000106;-7;;Euro Pallets 80x120cm;KENDA Deutschland GmbH
2025-07-02;SI013580;163802;153480;4049.76;1000106;-66;WO073573;WB 8Jx16 H2 6/161/205 Ø18.5 R14 ET-120;KENDA Deutschland GmbH
2025-07-02;SI013580;260761;153482;336.0;1000106;-28;;WOOD PALLET 1,20 X 1,26M HEAT TREATED;KENDA Deutschland GmbH
2025-07-02;SI013580;260808;153483;204.12;1000106;-28;;WOOD TOP COVER 1,20X1,26 M HEAT TREATED;KENDA Deutschland GmbH
2025-07-02;SI013580;262291;153484;26.88;1000106;-7;;WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED;KENDA Deutschland GmbH
2025-07-02;SI013580;712444;153479;1810.8;1000106;-18;WO073037;WB W13x20 H2 8/221/275 Ø21.5 R16 ET60;KENDA Deutschland GmbH
2025-07-02;SI013581;159942;153532;36.0;1007236;-4;;Euro Pallets 80x120cm;Bohnenkamp SIA
2025-07-02;SI013581;260761;153533;144.0;1007236;-12;;WOOD PALLET 1,20 X 1,26M HEAT TREATED;Bohnenkamp SIA
2025-07-02;SI013581;260808;153534;87.48;1007236;-12;;WOOD TOP COVER 1,20X1,26 M HEAT TREATED;Bohnenkamp SIA
2025-07-02;SI013581;262291;153535;15.36;1007236;-4;;WOOD TOP COVER 1,2 0X 0,8M HEAT TREATED;Bohnenkamp SIA
2025-07-02;SI013581;294414;153528;6792.0;1007236;-600;WO073015;WB 7.00Ax8 H2 4/60/100 Ø14.5 C60 ET0;Bohnenkamp SIA
2025-07-02;SI013581;495972;153527;3735.18;1007236;-6;;DU Fixation Set HD+6 M18x1.5x95;Bohnenkamp SIA
2025-07-02;SI013581;518992;153529;821.0;1007236;-100;WO073016;WB 5.50Ax8 H2 4/60/100 Ø9 ET0;Bohnenkamp SIA
2025-07-02;SI013581;582740;153530;7686.0;1007236;-200;WO073018;WB 6.5LBx15 H2 6/161/205 Ø21.5 R16 ET0;Bohnenkamp SIA
2025-07-02;SI013581;615752;153531;2676.0;1007236;-60;WO073377;WB 6.75x14.5 H2 5/94/140 Ø18.5 R14 ET0;Bohnenkamp SIA
2025-07-02;SI013583;260761;153582;72.0;1007426;-6;;WOOD PALLET 1,20 X 1,26M HEAT TREATED;Maschinenfabrik Bernard Krone GmbH & Co. KG
2025-07-02;SI013583;260808;153583;43.74;1007426;-6;;WOOD TOP COVER 1,20X1,26 M HEAT TREATED;Maschinenfabrik Bernard Krone GmbH & Co. KG
2025-07-02;SI013583;357850;153581;3870.0;1007426;-90;WO072012;WB 13.00x17 H2 6/161/205 Ø21.5 R16 ET0;Maschinenfabrik Bernard Krone GmbH & Co. KG
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
